property,city,area,category,rating,price
شاليه بمسبح وركن شواء, الرياض - حي القيروان, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,7.8,625
شاليه بمجلس وجلسه خارجيه, الرياض - الدرعية, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.9,800
شاليه بجلسة خارجية, الرياض - الدرعية, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,7.9,"1,800"
شاليه مع إضاءة إضافية, الرياض - حي الحزم, مساحة الوحدة 340 م2, مخصص لل عوائل فقط,7.7,800
شاليه صاله والعاب اطفال ومسطح اخضر, الرياض - حي ظهرة لبن, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.5,400
شاليه بمسطح اخضر وسماعات واضاءة , الرياض - حي ظهرة لبن, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,8.5,400
شاليه بركن شواء ومجلس رئيسي, الرياض - حي المهدية, مساحة الوحدة 350 م2, مخصص لل عوائل فقط,7.4,500
شاليه 2 مجلس داخلي وجلسه خارجيه , الرياض - حي ظهرة لبن, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.5,400
شاليه بمسبح ومجلس, الرياض - حي الحائر, مساحة الوحدة 700 م2, مخصص لل عوائل و عزاب,7.6,700
شاليه بمجلس و جلسة خارجية , الرياض - الدرعية, مساحة الوحدة 500 م2, مخصص لل عوائل فقط,7.9,"1,800"
شاليه بمسطح اخضر ومجلس داخلي, الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,7.8,450
شاليه بجلسة خارجيه ومجلس داخلي, الرياض - حي الرمال, مساحة الوحدة 250 م2, مخصص لل عوائل و عزاب,7.8,450
شاليه بركن شواء , الرياض - العوالي (نمار), مساحة الوحدة 500 م2, مخصص لل عوائل فقط,7.9,"1,000"
شاليه بألعاب أطفال وركن شواء, الرياض - العوالي (نمار), مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.9,900
شاليه بألعاب أطفال ومسطح اخضر, الرياض - العوالي (نمار), مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.9,900
شاليه بألعاب أطفال وجلسة خارجيه, الرياض - العوالي (نمار), مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.9,900
شاليه بألعاب أطفال وجلسة خارجيه, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,5.6,500
شاليه بمسبح و مسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 400 م2, مخصص لل عوائل و عزاب,6.9,550
استراحة بمسبح وألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 750 م2, مخصص لل عوائل فقط,9,750
شاليه بملعب كرة قدم, الرياض - الدرعية, مساحة الوحدة 450 م2, مخصص لل عوائل فقط,7.5,550
شاليه بصالة وملحق خارجي, الرياض - حي القيروان, مساحة الوحدة 200 م2, مخصص لل عوائل و عزاب,9.2,600
شاليه بإطلاله على مسبح وحديقه, الرياض - حي العارض, مساحة الوحدة 550 م2, مخصص لل عوائل فقط,7.9,"1,500"
شاليه بمسطح اخضر و مسبح خارجي, الرياض - العمارية, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.8,"1,300"
شاليه بمسطح اخضر و مسبح خارجي, الرياض - حي ديراب, مساحة الوحدة 330 م2, مخصص لل عزاب فقط,7.4,500
شاليه بمسطح اخضر وألعاب مائية , الرياض - الدرعية, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.9,800
شاليه بجلسة خارجية و مسبح خارجي, الرياض - العمارية, مساحة الوحدة 770 م2, مخصص لل عوائل و عزاب,7.8,"3,000"
شاليه بمجلس مطله على المسبح , الرياض - حي الرمال, مساحة الوحدة 200 م2, مخصص لل عوائل فقط,8.6,360
شاليه بمجلس مطل على الحديقه , الرياض - حي الرمال, مساحة الوحدة 420 م2, مخصص لل عوائل فقط,7.8,"1,000"
شاليه بجلسه خارجيه على المسبح , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,6.6,600
استراحة بملعب كرة طائره ومسبح, الرياض - حي الرمال, مساحة الوحدة 1200 م2, مخصص لل عوائل و عزاب,6.6,600
منتجع فندقي بإطلاله جبليه , الرياض - عرقة, مساحة الوحدة 5000 م2, مخصص لل عوائل و عزاب,8.5,"6,000"
مخيم  بجلسة خارجية وبيت شعر , الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,6.9,500
شاليه بمسبح و جلسة خارجية, الرياض - حي العارض, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,7.2,"1,500"
شاليه  صاله كنب وكوخ خارجي, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بصاله كنب وغرفة العاب اطفال, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بدون مسبح بحي الامانة, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بجلسة خارجية ومسبح, الرياض - حي العارض, مساحة الوحدة 600 م2, مخصص لل عوائل و عزاب,7.2,"1,500"
شاليه بجلسة خارجيه وبدون مسبح, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمسطح اخضر وصاله كنب, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمجلس كنب وجلسة خارجيه, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمسطح اخضر بحي الامانه, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه بمسطح اخضر والعاب اطفال, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,600
شاليه مغربي بألعاب أطفال وموقد حطب, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7,900
شاليه تراثي بمجلس وغرفة نوم , الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7,900
شاليه مغربي بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7,900
شاليه تراثي بألعاب أطفال, الرياض - حي الرمال, مساحة الوحدة 700 م2, مخصص لل عوائل فقط,7,900
شاليه بمسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 220 م2, مخصص لل عوائل فقط,7.2,449
شاليه بمسطح اخضر, الرياض - حي العارض, مساحة الوحدة 400 م2, مخصص لل عوائل فقط,7.2,900
مخيم ببيت شعر وجلسة خارجية, الرياض - حي الثمامة, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,6.7,500
شاليه بمسطح اخضر و مجلس رئيسي  في نمار, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7,750
"شاليه بركن شواء ,موقد حطب,مسطح اخضر,نطيطه", الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7,750
شاليه  مجلس رئيسي و جلسة خارجية, الرياض - حي نمار, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7,750
شاليه بمسبح بألعاب مائية, الرياض - حي العارض, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,7.2,"1,500"
شاليه بمسبح بألعاب مائية, الرياض - حي العارض, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,7.2,"1,500"
شاليه بمسبح بألعاب مائية, الرياض - حي العارض, مساحة الوحدة 600 م2, مخصص لل عوائل فقط,7.2,"1,500"
شاليه بمسطح اخضر وجلسة خارجية , الرياض - ضاحية الشرق, مساحة الوحدة 750 م2, مخصص لل عوائل فقط,7.4,600
شاليه بشلال, الرياض - حي المهدية, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,6.1,800
"شاليه مجلس رئيسي وركن شواء,مسطح اخضر", الرياض - حي المهدية, مساحة الوحدة 275 م2, مخصص لل عوائل فقط,7.4,500
مخيم  بجلسة خارجية وجلسة عريش, الرياض - حي العاذرية, مساحة الوحدة 1000 م2, مخصص لل عوائل فقط,7.3,700
شاليه بمجلس رئيسي وألعاب أطفال وركن شواء, الرياض - حي المهدية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.2,600
شاليه  بمجلس رئيسي وغرفة نوم ومطبخ , الرياض - حي المهدية, مساحة الوحدة 300 م2, مخصص لل عوائل فقط,7.2,500
شاليه بمسطح اخضر, الرياض - حي قرطبة, مساحة الوحدة 420 م2, مخصص لل عوائل فقط,7.2,700
شاليه بمسطح اخضر, الرياض - حي قرطبة, مساحة الوحدة 420 م2, مخصص لل عوائل فقط,7.2,700
مخيم بجلسة خارجية والعاب اطفال, الرياض - حي الخير, مساحة الوحدة 1500 م2, مخصص لل عوائل و عزاب,4.5,"1,500"
شاليه بركن شواء ومسبح خارجي, الرياض - حي ديراب, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,7.4,500
شاليه بمسبح داخلي و ملعب طائرة, الرياض - حي ديراب, مساحة الوحدة 2000 م2, مخصص لل عوائل و عزاب,7,650
شاليه بغرفة نوم و مسبح خارجي, الرياض - حي السعادة, مساحة الوحدة 350 م2, مخصص لل عوائل و عزاب,7.1,500
شاليه بمسبح وزحليقة , الرياض - حي المربع, مساحة الوحدة 115 م2, مخصص لل عوائل فقط,7,250
شاليه بمجلس و مسبح , الرياض - حي المربع, مساحة الوحدة 100 م2, مخصص لل عوائل فقط,7,180
شاليه بمسطح اخضر و مسبح خارجي, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,000"
شاليه بمسبح العاب مائية و مسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,000"
شاليه بمسبح العاب مائية و مجلس, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,000"
شاليه بمسبح خارجي و جلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,000"
شاليه بمسبح العاب مائية و جلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,500"
شاليه بمسبح العاب مائية و مسطح اخضر, الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,500"
شاليه بمسبح خارجي و جلسة خارجية , الرياض - حي الرمال, مساحة الوحدة 300 م2, مخصص لل عوائل و عزاب,7.1,"1,000"
