area,rating,price,pool,garden,outdoor,play_area,family,single,property_type_apartment,property_type_camp,property_type_chalet,property_type_farm,property_type_resort
1500,0.0,770,0,0,1,0,0,0,0,1,0,0,0
500,0.0,480,1,0,1,0,0,0,0,0,1,0,0
110,9.5,750,0,0,0,0,0,0,1,0,0,0,0
1000,4.8,800,0,0,1,0,1,0,0,1,0,0,0
50000,0.0,1900,0,0,1,0,0,0,0,1,0,0,0
600,0.0,1100,1,0,1,0,1,0,0,0,1,0,0
600,0.0,1100,1,0,0,1,1,0,0,0,1,0,0
26000,0.0,2500,0,0,1,0,0,0,0,0,0,1,0
315,0.0,450,0,1,0,0,0,0,0,0,1,0,0
200,0.0,7500,0,0,0,0,0,0,1,0,0,0,0
288,0.0,25000,0,0,0,0,0,0,0,1,0,0,0
288,0.0,25000,0,0,0,0,0,0,0,1,0,0,0
500,0.0,15000,0,0,0,0,1,0,0,0,0,0,1
1400,0.0,700,0,0,1,0,0,0,0,1,0,0,0
1400,0.0,700,0,0,1,0,0,0,0,1,0,0,0
1750,0.0,1000,0,0,1,0,0,0,0,1,0,0,0
1750,0.0,1000,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,1200,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,600,1,0,0,1,0,0,0,0,0,1,0
10000,0.0,1500,0,0,1,0,1,0,0,0,0,1,0
320,0.0,1500,1,0,1,0,0,0,0,0,1,0,0
2000,0.0,2000,0,0,0,0,1,0,0,0,0,1,0
900,0.0,700,0,0,1,0,0,0,0,0,1,0,0
4000,0.0,1400,1,0,0,0,0,0,0,0,0,1,0
450,0.0,700,0,0,1,0,1,0,0,0,1,0,0
450,0.0,700,0,0,1,0,1,0,0,0,1,0,0
6000,0.0,2200,1,0,1,0,0,0,0,0,0,1,0
1000,0.0,500,0,0,0,1,0,0,0,0,0,1,0
1500,0.0,8000,1,0,0,0,0,0,0,0,0,1,0
4000,0.0,1000,0,0,1,1,1,0,0,1,0,0,0
1000,0.0,700,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,500,0,0,1,0,0,0,0,1,0,0,0
3500,0.0,700,0,0,0,0,0,0,0,0,0,1,0
3500,0.0,700,0,0,0,1,0,0,0,0,0,1,0
500,0.0,1000,0,0,1,0,0,0,0,0,0,1,0
10000,0.0,3500,0,0,0,0,0,0,0,1,0,0,0
2000,0.0,1000,0,0,1,0,0,0,0,1,0,0,0
4000,0.0,1200,0,0,1,0,0,0,0,1,0,0,0
350,0.0,800,1,0,1,0,1,0,0,0,1,0,0
350,0.0,800,0,0,0,1,1,0,0,0,1,0,0
1000,0.0,600,0,0,0,0,0,0,0,0,1,0,0
5000,0.0,2000,1,0,0,0,0,0,0,0,0,1,0
10000,0.0,10000,1,1,0,0,0,0,0,0,0,0,1
350,0.0,950,1,1,1,0,0,0,0,0,1,0,0
6000,0.0,3000,0,1,0,0,0,0,0,0,0,1,0
950,0.0,950,0,0,1,0,0,0,0,0,0,1,0
450,0.0,400,0,1,1,0,0,0,0,0,0,1,0
440,0.0,1500,1,1,0,0,0,0,0,0,0,1,0
600,0.0,1500,0,1,0,1,0,0,0,0,1,0,0
600,0.0,1500,1,0,1,0,0,0,0,0,1,0,0
600,0.0,1500,1,0,0,1,0,0,0,0,1,0,0
440,0.0,1500,0,0,0,1,0,0,0,0,0,1,0
2000,0.0,1200,1,0,1,0,0,0,0,0,1,0,0
1900,0.0,1000,0,1,1,0,0,0,0,0,0,1,0
400,0.0,2000,1,1,0,1,0,0,0,0,1,0,0
1350,0.0,700,0,1,0,0,0,0,0,0,0,1,0
1200,0.0,2500,0,0,1,0,1,0,0,0,1,0,0
7500,0.0,6000,0,1,1,0,0,0,0,0,0,1,0
3600,0.0,1800,0,1,1,0,0,0,0,0,0,1,0
450,0.0,800,1,0,1,0,0,0,0,0,1,0,0
375,0.0,700,1,1,1,0,1,0,0,0,1,0,0
375,0.0,700,1,0,1,0,1,0,0,0,1,0,0
500,0.0,800,0,0,1,0,1,0,0,0,1,0,0
2500,0.0,1400,0,0,0,1,0,0,0,0,0,1,0
450,0.0,850,0,0,1,0,0,0,0,0,1,0,0
2000,0.0,600,0,0,0,1,0,0,0,0,0,1,0
4000,0.0,1300,0,0,1,1,0,0,0,0,0,1,0
250,0.0,800,0,1,1,0,0,0,0,0,1,0,0
2500,0.0,1500,0,1,0,1,0,0,0,0,0,1,0
2500,0.0,1300,0,1,0,0,0,0,0,0,0,1,0
200,0.0,500,1,0,0,0,0,0,0,0,1,0,0
700,0.0,600,0,0,0,1,0,0,0,1,0,0,0
450,0.0,850,0,0,0,1,0,0,0,0,1,0,0
2000,0.0,1000,0,0,1,0,0,0,0,0,0,1,0
300,0.0,700,0,0,1,0,0,0,0,0,1,0,0
220,5.1,300,0,0,1,0,1,0,0,0,1,0,0
400,0.0,850,0,0,0,0,0,0,0,0,1,0,0
1250,0.0,1100,0,0,0,0,0,0,0,0,1,0,0
2000,0.0,2500,0,0,1,1,0,0,0,0,0,1,0
300,0.0,690,1,0,1,0,0,0,0,0,1,0,0
462,0.0,1000,0,0,0,0,0,0,0,0,0,1,0
462,0.0,1000,0,0,0,0,0,0,0,0,0,1,0
500,0.0,700,1,0,1,0,0,0,0,0,1,0,0
500,0.0,700,1,1,0,0,0,0,0,0,1,0,0
250,0.0,2500,0,0,0,0,1,0,1,0,0,0,0
7500,0.0,2500,0,0,1,0,0,0,0,0,0,1,0
800,0.0,1899,0,1,1,0,0,0,0,0,1,0,0
300,0.0,690,0,1,0,0,0,0,0,0,1,0,0
1500,0.0,3500,0,1,0,0,0,0,0,0,0,1,0
400,0.0,800,0,1,1,0,0,1,0,0,1,0,0
400,0.0,600,0,0,0,1,0,0,0,0,1,0,0
400,0.0,600,1,0,1,0,0,0,0,0,1,0,0
450,0.0,800,1,0,1,0,0,0,0,0,1,0,0
2520,0.0,2000,0,0,1,0,0,0,0,0,0,1,0
730,0.0,2200,1,0,1,0,1,0,0,0,1,0,0
970,0.0,1200,1,0,0,0,0,0,1,0,0,0,0
4000,0.0,900,0,1,0,1,0,0,0,0,0,1,0
3000,0.0,2000,0,0,0,1,0,0,0,0,0,1,0
2000,0.0,1400,0,0,1,1,0,0,0,0,0,1,0
1000,0.0,600,1,0,1,0,0,0,0,0,1,0,0
100050,0.0,4000,1,0,0,0,0,0,0,0,0,1,0
350,0.0,900,0,1,0,1,0,0,0,0,1,0,0
300,0.0,1500,0,0,0,0,0,0,0,0,1,0,0
1000,0.0,600,1,0,0,1,0,0,0,0,1,0,0
400,0.0,400,1,0,0,0,0,0,0,0,1,0,0
400,0.0,400,1,0,0,1,0,0,0,0,1,0,0
500,0.0,800,1,0,1,0,0,0,0,0,1,0,0
4000,0.0,500,0,0,1,0,0,0,0,0,0,1,0
600,0.0,4000,1,0,0,0,1,0,0,0,0,1,0
3000,0.0,9000,0,0,1,0,0,0,0,0,1,0,0
10000,0.0,800,0,0,1,0,0,0,0,1,0,0,0
350,0.0,1200,1,0,1,0,0,0,0,0,0,1,0
350,0.0,600,1,0,1,0,0,0,0,0,1,0,0
350,0.0,600,0,1,1,0,0,0,0,0,1,0,0
350,0.0,600,1,0,0,0,0,0,0,0,1,0,0
350,0.0,600,0,1,1,0,0,0,0,0,1,0,0
350,0.0,600,1,0,1,0,0,0,0,0,1,0,0
200,0.0,500,0,1,1,0,0,0,0,0,1,0,0
500,0.0,700,0,1,0,1,0,0,0,0,1,0,0
500,0.0,700,0,1,1,0,0,0,0,0,1,0,0
500,0.0,900,1,1,0,0,0,0,0,0,1,0,0
500,0.0,700,0,0,1,0,0,0,0,0,1,0,0
500,0.0,700,1,0,1,0,0,0,0,0,1,0,0
500,0.0,750,1,1,0,0,0,0,0,0,1,0,0
500,0.0,500,1,0,0,1,0,0,0,0,1,0,0
250,0.0,500,0,1,0,0,0,0,0,0,1,0,0
250,0.0,500,0,1,0,0,0,0,0,0,1,0,0
300,0.0,500,0,0,0,0,0,0,0,0,1,0,0
3700,0.0,7000,0,0,0,0,0,0,0,0,0,1,0
400,0.0,1200,0,0,1,0,0,0,0,0,1,0,0
500,0.0,1200,1,0,1,0,0,0,0,0,1,0,0
400,0.0,1100,0,0,1,0,0,0,0,0,1,0,0
300,0.0,550,0,0,1,0,0,0,0,0,1,0,0
120,0.0,1800,0,0,1,0,0,0,0,0,0,0,1
80,0.0,3550,0,0,0,0,0,0,1,0,0,0,0
120,0.0,1800,0,0,1,0,0,0,0,0,0,0,1
120,0.0,1800,0,0,1,0,0,0,0,0,0,0,1
120,0.0,1800,0,0,1,0,0,0,0,0,0,0,1
100,0.0,1800,0,0,1,0,0,0,0,0,0,0,1
10000,0.0,500,0,0,1,0,0,0,0,1,0,0,0
300,0.0,550,1,0,0,1,0,0,0,0,1,0,0
300,0.0,550,1,0,0,1,0,0,0,0,1,0,0
300,0.0,550,1,0,0,1,0,0,0,0,1,0,0
10000,0.0,1000,0,0,1,0,0,0,0,1,0,0,0
900,0.0,800,0,0,1,0,0,0,0,0,1,0,0
1100,0.0,850,1,1,0,0,0,0,0,0,1,0,0
600,0.0,600,0,1,1,0,0,0,0,0,1,0,0
190,0.0,500,1,0,1,0,0,0,0,0,1,0,0
190,0.0,750,0,1,1,0,0,0,0,0,1,0,0
190,0.0,500,1,0,1,0,0,0,0,0,1,0,0
840,0.0,800,0,0,1,0,0,0,0,0,0,1,0
700,0.0,1200,0,0,1,0,0,0,0,0,1,0,0
1500,0.0,800,1,0,1,0,0,0,0,0,1,0,0
250,0.0,500,0,1,1,0,0,0,0,0,1,0,0
500,0.0,500,1,1,0,0,0,0,0,0,1,0,0
250,0.0,500,0,1,1,0,0,0,0,0,1,0,0
1500,0.0,500,0,0,1,0,0,0,0,0,0,1,0
500,0.0,700,0,1,0,0,0,0,0,0,1,0,0
350,0.0,700,0,1,0,0,0,0,0,0,1,0,0
850,0.0,550,1,1,1,0,0,0,0,0,1,0,0
800,0.0,500,0,0,0,1,0,0,0,0,1,0,0
4000,0.0,800,0,0,1,0,0,0,0,1,0,0,0
5000,0.0,700,0,0,0,0,0,0,0,0,0,1,0
95,0.0,1400,0,0,0,0,0,0,1,0,0,0,0
300,0.0,650,0,0,1,1,1,0,0,0,1,0,0
1000,0.0,1000,0,0,0,0,0,0,0,1,0,0,0
1000,0.0,1000,0,0,0,0,0,0,0,1,0,0,0
1000,0.0,1000,0,0,0,0,0,0,0,1,0,0,0
1000,0.0,1000,0,0,0,0,0,0,0,1,0,0,0
750,0.0,500,0,0,0,0,0,0,0,0,0,1,0
750,0.0,500,0,0,0,0,0,0,0,0,0,1,0
7000,0.0,1500,0,0,0,0,0,0,0,1,0,0,0
300,0.0,650,1,1,0,0,1,0,0,0,1,0,0
300,0.0,650,0,0,0,1,1,0,0,0,1,0,0
300,0.0,650,0,1,0,0,1,0,0,0,1,0,0
1500,0.0,450,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,700,0,0,1,0,0,0,0,1,0,0,0
3500,0.0,450,0,1,1,0,0,0,0,0,0,1,0
320,6.3,1050,0,0,1,1,1,0,0,0,1,0,0
1500,0.0,800,0,0,0,0,0,0,0,1,0,0,0
350,3.8,430,0,0,0,1,1,0,0,0,1,0,0
8000,10.0,3900,1,0,1,0,0,0,0,0,1,0,0
150,0.0,1700,0,0,0,0,1,0,1,0,0,0,0
35,0.0,1000,0,0,0,0,0,0,1,0,0,0,0
6000,0.0,9500,0,0,1,0,0,0,0,0,0,1,0
3000,0.0,1000,0,1,0,1,0,0,0,0,0,1,0
10000,7.3,1500,0,0,1,0,0,0,0,0,0,1,0
310,6.7,300,1,0,0,1,0,0,0,0,1,0,0
3000,0.0,2500,0,0,1,0,0,0,0,1,0,0,0
10000,0.0,500,0,0,0,1,0,0,0,1,0,0,0
200,0.0,2000,0,0,0,0,1,0,0,0,1,0,0
600,0.0,1100,1,1,0,1,1,0,0,0,1,0,0
1500,0.0,1500,0,1,0,0,0,0,0,0,0,1,0
16,0.0,1000,0,0,0,0,1,0,1,0,0,0,0
40000,0.0,400,0,0,0,0,0,0,0,1,0,0,0
2000,0.0,600,0,0,1,0,0,0,0,0,0,1,0
600,0.0,500,0,0,1,1,0,0,0,0,1,0,0
177,0.0,1500,0,0,0,0,0,0,1,0,0,0,0
200,0.0,300,0,0,1,0,0,1,0,0,0,1,0
2500,0.0,1045,0,0,1,1,0,0,0,0,0,1,0
4000,0.0,800,0,0,1,0,0,0,0,1,0,0,0
150,0.0,2600,0,0,0,0,0,0,1,0,0,0,0
95,0.0,1700,0,0,0,0,0,0,1,0,0,0,0
140,0.0,1000,0,0,0,0,0,0,1,0,0,0,0
500,0.0,2000,0,0,0,0,0,0,1,0,0,0,0
170,9.3,310,0,0,0,0,0,0,1,0,0,0,0
90,9.8,450,0,0,0,0,0,0,1,0,0,0,0
138,9.8,1000,0,0,0,0,0,0,1,0,0,0,0
170,9.4,296,0,0,0,0,0,0,1,0,0,0,0
25,9.9,500,0,0,0,0,0,0,1,0,0,0,0
300,8.4,349,1,0,0,0,0,0,0,0,1,0,0
250,9.9,640,0,0,0,0,0,0,1,0,0,0,0
260,9.2,700,1,0,1,0,0,0,0,0,1,0,0
100,9.4,500,0,0,0,0,0,0,1,0,0,0,0
98,10.0,810,0,0,0,0,0,0,1,0,0,0,0
160,10.0,550,0,0,0,0,0,0,1,0,0,0,0
450,9.5,450,1,0,0,1,0,0,0,0,1,0,0
120,9.5,468,0,0,0,0,0,0,1,0,0,0,0
94,9.3,400,0,0,0,0,1,0,1,0,0,0,0
7000,9.8,1000,0,0,1,0,0,0,0,1,0,0,0
3750,9.4,450,0,0,1,1,0,0,0,1,0,0,0
280,8.5,900,0,0,0,0,0,0,0,0,1,0,0
300,8.3,600,0,0,1,0,1,0,0,0,0,0,1
200,10.0,490,0,0,0,0,0,0,1,0,0,0,0
60,9.9,495,0,0,0,0,0,0,1,0,0,0,0
100,10.0,489,0,0,0,0,0,0,1,0,0,0,0
160,10.0,1000,0,0,0,0,0,0,1,0,0,0,0
15000,8.3,468,0,0,0,1,0,0,0,1,0,0,0
80,10.0,750,0,0,0,0,0,0,1,0,0,0,0
100,9.0,349,0,0,0,0,0,0,1,0,0,0,0
300,8.3,600,0,0,1,0,1,0,0,0,0,0,1
320,7.6,300,1,0,1,0,0,0,0,0,1,0,0
5000,10.0,600,0,0,1,0,0,0,0,1,0,0,0
100,10.0,410,0,0,0,0,1,0,1,0,0,0,0
130,9.1,1250,0,0,0,0,0,0,1,0,0,0,0
260,9.8,1100,1,0,0,0,0,0,0,0,1,0,0
300,8.3,600,1,0,1,0,1,0,0,0,0,0,1
3000,9.7,2000,1,0,1,0,0,0,0,0,0,1,0
80,8.6,400,0,0,0,0,0,0,1,0,0,0,0
120,8.5,300,0,0,0,0,0,0,1,0,0,0,0
140,9.8,850,0,0,0,0,0,0,1,0,0,0,0
140,9.9,690,0,0,1,0,0,0,1,0,0,0,0
450,9.5,399,1,0,1,0,0,0,0,0,1,0,0
160,8.9,620,0,0,0,0,0,0,1,0,0,0,0
200,9.9,458,0,0,0,0,0,0,1,0,0,0,0
100,9.3,270,0,0,0,0,0,0,1,0,0,0,0
46,9.6,350,0,0,0,0,0,0,1,0,0,0,0
150,9.8,399,0,0,0,0,0,0,1,0,0,0,0
27000,10.0,3500,0,1,1,0,0,0,0,1,0,0,0
10000,10.0,1500,0,0,0,0,0,0,0,1,0,0,0
95,4.5,350,0,0,0,0,0,0,1,0,0,0,0
480,10.0,800,1,0,1,0,0,0,0,0,1,0,0
250,9.9,1600,0,0,1,0,0,0,0,0,1,0,0
125,9.8,750,0,0,0,0,0,0,1,0,0,0,0
180,9.5,1290,0,0,1,0,0,0,1,0,0,0,0
100,9.9,380,0,0,0,0,0,0,1,0,0,0,0
170,10.0,369,0,0,0,0,0,0,1,0,0,0,0
50,10.0,480,0,0,0,0,0,0,1,0,0,0,0
2000,0.0,700,0,0,0,1,0,0,0,1,0,0,0
5000,10.0,600,0,0,0,0,0,0,0,1,0,0,0
94,10.0,1200,0,0,0,0,0,0,1,0,0,0,0
94,10.0,1200,0,0,0,0,0,0,1,0,0,0,0
94,10.0,1200,0,0,0,0,0,0,1,0,0,0,0
600,0.0,810,0,0,0,1,0,0,0,1,0,0,0
300,8.6,400,1,0,1,0,0,0,0,0,1,0,0
500,9.4,350,0,1,0,0,0,0,0,1,0,0,0
15000,10.0,1950,0,1,1,0,0,0,0,0,0,1,0
350,8.6,400,0,1,1,0,0,0,0,0,0,1,0
180,10.0,800,0,0,0,0,0,0,1,0,0,0,0
700,7.7,450,0,0,1,0,1,0,0,0,1,0,0
450,9.5,349,1,0,0,1,0,0,0,0,1,0,0
80,7.2,270,0,0,0,0,0,0,1,0,0,0,0
400,9.8,1000,0,0,1,0,1,0,0,0,1,0,0
300,7.0,250,1,0,0,0,0,0,0,0,1,0,0
300,9.6,800,1,0,1,0,0,0,0,0,1,0,0
145,10.0,1470,0,0,0,0,0,0,1,0,0,0,0
120,9.4,610,0,0,0,0,0,0,1,0,0,0,0
280,9.4,575,0,0,0,0,1,0,1,0,0,0,0
150,10.0,750,0,0,0,0,0,0,1,0,0,0,0
15000,8.7,900,0,0,1,1,0,0,0,1,0,0,0
120,9.1,1150,0,0,0,0,0,0,1,0,0,0,0
4000,9.9,595,0,0,1,0,0,0,0,1,0,0,0
1200,9.0,500,0,0,1,0,0,0,0,1,0,0,0
250,9.0,500,1,0,1,0,1,0,0,0,1,0,0
370,8.3,800,0,0,1,0,1,0,0,0,0,0,1
325,10.0,400,0,0,1,0,0,0,0,0,1,0,0
125,10.0,1470,0,0,0,0,0,0,1,0,0,0,0
119,8.8,310,0,0,0,0,0,0,1,0,0,0,0
3250,9.1,450,0,0,0,0,0,0,0,0,0,1,0
35,8.5,170,0,0,0,0,0,0,1,0,0,0,0
200,9.9,620,0,0,0,0,0,0,1,0,0,0,0
50,10.0,290,0,0,1,0,0,0,1,0,0,0,0
2500,9.5,420,0,0,0,0,0,0,0,1,0,0,0
125,9.0,1100,0,0,0,0,0,0,1,0,0,0,0
204,4.0,1300,0,0,0,0,1,0,1,0,0,0,0
386,8.5,350,1,1,0,0,1,0,0,0,1,0,0
1000,9.6,1050,0,1,0,0,0,0,0,0,1,0,0
300,8.6,400,1,0,1,0,0,0,0,0,1,0,0
300,8.1,350,1,0,0,0,0,0,0,0,1,0,0
3000,9.3,480,0,0,0,0,0,0,0,1,0,0,0
95,8.3,340,0,0,0,0,0,0,1,0,0,0,0
150,9.5,990,0,0,0,0,0,0,1,0,0,0,0
300,9.1,1280,1,0,1,0,0,0,0,0,1,0,0
280,8.5,700,0,0,1,0,0,0,0,0,1,0,0
185,9.6,1000,0,0,0,0,0,0,1,0,0,0,0
35,8.5,150,0,0,0,0,0,0,1,0,0,0,0
4000,8.5,1300,0,0,0,0,0,0,0,1,0,0,0
60000,6.0,550,0,0,1,0,0,0,0,1,0,0,0
125,9.0,908,0,0,1,0,0,0,1,0,0,0,0
500,0.0,800,0,0,1,0,0,0,0,1,0,0,0
120,0.0,595,0,0,0,0,0,0,1,0,0,0,0
250,9.0,500,0,0,1,0,1,0,0,0,1,0,0
250,9.9,1600,1,0,0,0,0,0,0,0,1,0,0
350,9.0,400,1,0,0,0,1,0,1,0,0,0,0
150,9.6,680,0,0,0,0,0,0,1,0,0,0,0
110,9.1,1150,0,0,0,0,0,0,1,0,0,0,0
185,9.6,900,0,0,0,0,0,0,1,0,0,0,0
90,10.0,1400,0,0,0,0,0,0,1,0,0,0,0
5000,0.0,600,0,0,1,0,0,0,0,1,0,0,0
5000,0.0,850,0,0,1,0,0,0,0,1,0,0,0
700,7.7,450,0,0,1,0,1,0,0,0,1,0,0
120,9.2,600,0,1,0,0,0,0,0,0,1,0,0
420,6.0,299,1,0,1,0,0,0,0,0,1,0,0
50,9.6,150,0,0,0,0,0,0,0,0,0,1,0
90,9.7,568,0,0,0,0,0,0,1,0,0,0,0
150,10.0,500,0,0,1,0,0,0,1,0,0,0,0
860,9.7,1300,1,0,1,0,0,0,0,0,1,0,0
4000,10.0,500,0,0,0,0,0,0,0,1,0,0,0
270,10.0,500,0,0,0,0,0,0,1,0,0,0,0
170,8.1,310,0,0,0,0,0,0,1,0,0,0,0
608,5.1,700,0,0,1,0,0,0,0,1,0,0,0
94,10.0,1200,0,0,0,0,0,0,1,0,0,0,0
200,0.0,250,0,0,0,0,1,0,1,0,0,0,0
300,8.3,600,0,0,0,1,1,0,0,0,0,0,1
400,8.8,800,1,1,0,0,1,0,0,0,1,0,0
60000,9.3,800,0,0,1,0,0,0,0,1,0,0,0
350,10.0,600,0,0,0,0,0,0,0,0,1,0,0
350,10.0,600,0,0,0,0,0,0,0,0,1,0,0
500,9.0,500,0,1,0,0,1,0,0,0,1,0,0
120,8.7,390,0,0,0,0,0,0,1,0,0,0,0
320,7.6,350,1,0,1,0,0,0,0,0,1,0,0
4000,7.7,1900,1,1,0,0,0,0,0,0,0,1,0
910,9.2,750,1,1,0,0,0,0,0,0,1,0,0
110,10.0,757,0,0,0,0,0,0,1,0,0,0,0
240,10.0,800,1,0,1,0,0,0,0,0,1,0,0
200,10.0,1000,0,0,0,0,0,0,1,0,0,0,0
400,0.0,700,0,0,1,0,0,0,0,1,0,0,0
140,0.0,1000,0,0,0,0,0,0,1,0,0,0,0
500,9.0,500,0,1,0,0,0,0,0,1,0,0,0
1200,9.9,1500,0,0,0,1,0,0,0,0,0,0,1
400,9.7,500,1,0,1,0,0,0,0,0,1,0,0
300,9.4,880,0,0,1,0,0,0,0,0,1,0,0
450,9.8,1400,1,0,1,0,0,0,0,0,1,0,0
360,9.8,1200,1,0,1,0,1,0,0,0,1,0,0
400,8.6,420,1,0,1,0,1,0,0,0,1,0,0
34,10.0,290,0,0,0,0,0,0,1,0,0,0,0
4000,8.7,1000,0,0,1,0,0,0,0,0,0,1,0
500,9.8,1000,0,1,0,1,0,0,0,0,1,0,0
110,10.0,600,0,0,0,0,0,0,1,0,0,0,0
146,10.0,1036,0,0,1,0,0,0,1,0,0,0,0
200,2.3,400,0,0,1,0,0,0,0,1,0,0,0
300,8.6,400,1,0,1,0,0,0,0,0,1,0,0
300,8.4,600,0,1,1,0,1,0,0,0,1,0,0
325,10.0,400,0,1,0,0,0,0,0,0,1,0,0
3000,9.3,480,0,0,1,0,0,0,0,1,0,0,0
900,10.0,1600,1,0,1,0,0,0,0,0,1,0,0
450,9.8,1050,1,0,1,0,0,0,0,0,1,0,0
250,8.7,400,1,0,1,0,0,0,0,0,1,0,0
155,10.0,450,0,0,0,0,0,0,1,0,0,0,0
166,10.0,950,0,0,0,0,0,0,1,0,0,0,0
300,0.0,600,1,0,1,0,0,0,0,0,1,0,0
180,9.8,690,0,0,0,0,0,0,1,0,0,0,0
200,9.5,550,1,0,1,0,0,0,0,0,1,0,0
140,9.4,399,0,0,0,0,1,0,1,0,0,0,0
130,10.0,600,0,0,0,0,0,0,1,0,0,0,0
7000,9.8,1000,0,0,1,1,0,0,0,1,0,0,0
400,0.0,250,0,1,1,0,0,0,0,1,0,0,0
450,0.0,500,1,0,1,0,0,0,0,0,1,0,0
450,0.0,500,0,0,1,1,0,0,0,0,1,0,0
450,0.0,500,0,0,0,1,0,0,0,0,1,0,0
450,0.0,500,1,1,0,0,0,0,0,0,1,0,0
8000,0.0,1700,0,1,1,0,0,0,0,0,0,1,0
100,0.0,800,0,0,1,0,1,0,1,0,0,0,0
1000,0.0,800,0,0,0,1,0,0,0,1,0,0,0
65,0.0,650,0,0,0,0,0,0,1,0,0,0,0
10000,0.0,600,0,0,1,0,0,0,0,1,0,0,0
10000,0.0,600,0,0,0,0,0,0,0,1,0,0,0
10000,0.0,1100,0,0,0,0,0,0,0,1,0,0,0
10000,0.0,1100,0,0,0,0,0,0,0,1,0,0,0
10000,0.0,1100,0,0,0,0,0,0,0,1,0,0,0
400,9.7,500,0,1,0,1,0,0,0,0,1,0,0
45,9.8,430,0,0,0,0,1,0,1,0,0,0,0
325,8.8,500,1,0,1,0,0,0,0,0,1,0,0
10000,10.0,800,0,0,0,1,0,0,0,1,0,0,0
650,8.5,600,1,0,1,0,0,0,0,0,1,0,0
330,8.8,950,1,1,1,0,0,0,0,0,1,0,0
137,9.8,1092,0,0,0,0,0,0,1,0,0,0,0
1000,9.8,1900,1,0,0,1,1,0,0,0,1,0,0
220,10.0,1100,0,0,0,0,0,0,1,0,0,0,0
8000,9.4,890,0,0,1,0,0,0,0,0,0,1,0
140,9.8,1000,0,0,0,0,0,0,1,0,0,0,0
4000,9.9,595,0,0,0,0,0,0,0,1,0,0,0
45,10.0,250,0,0,0,0,1,0,1,0,0,0,0
60000,6.0,550,0,0,1,0,0,0,0,1,0,0,0
10000,0.0,500,0,0,0,1,0,0,0,1,0,0,0
30,10.0,239,0,0,1,0,0,0,1,0,0,0,0
2500,0.0,500,0,0,1,1,0,0,0,1,0,0,0
3000,0.0,800,0,0,1,0,0,0,0,1,0,0,0
1000,0.0,500,0,0,0,1,0,0,0,1,0,0,0
80,0.0,300,0,0,0,0,0,0,1,0,0,0,0
65,0.0,650,0,0,0,0,0,0,1,0,0,0,0
1500,0.0,1700,0,0,0,0,0,0,0,1,0,0,0
300,7.6,250,0,1,1,0,0,0,0,0,1,0,0
350,9.0,400,0,1,0,0,1,0,1,0,0,0,0
500,8.9,790,0,0,1,0,1,0,0,0,1,0,0
300,8.1,350,1,1,0,0,0,0,0,0,1,0,0
55,10.0,230,0,0,0,0,0,0,1,0,0,0,0
140,9.2,500,0,0,1,0,0,0,0,0,1,0,0
110,9.7,468,0,0,0,0,1,0,1,0,0,0,0
350,10.0,800,0,0,0,0,0,0,1,0,0,0,0
35,10.0,360,0,0,0,0,0,0,1,0,0,0,0
125,8.3,650,0,0,0,0,0,0,1,0,0,0,0
400,9.8,500,0,0,0,0,1,0,1,0,0,0,0
150,9.4,420,0,0,0,0,0,0,1,0,0,0,0
90,10.0,450,0,0,0,0,0,0,1,0,0,0,0
450,0.0,1500,0,0,1,0,0,0,1,0,0,0,0
5000,9.3,1200,0,0,1,0,0,0,0,1,0,0,0
40,0.0,310,0,0,1,0,1,0,1,0,0,0,0
210,0.0,600,0,0,0,0,0,0,1,0,0,0,0
60,0.0,900,0,0,1,0,0,0,1,0,0,0,0
10000,0.0,1500,0,0,1,0,1,0,0,1,0,0,0
2000,0.0,400,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,400,0,0,1,0,0,0,0,1,0,0,0
400,0.0,600,0,0,1,0,0,0,0,1,0,0,0
100,0.0,600,0,0,0,1,0,0,0,1,0,0,0
3500,0.0,750,0,0,0,1,0,0,0,1,0,0,0
120,0.0,1450,0,0,1,0,0,0,1,0,0,0,0
400,8.5,750,0,0,1,0,0,0,0,0,1,0,0
300,7.6,250,0,1,0,0,1,0,0,0,1,0,0
300,7.6,250,0,1,0,0,0,0,0,0,1,0,0
300,8.3,600,0,0,1,0,1,0,0,0,0,0,1
650,9.5,600,0,0,0,0,0,0,0,0,0,1,0
5000,10.0,1500,0,0,1,1,0,0,0,1,0,0,0
56,9.1,310,0,0,0,0,0,0,1,0,0,0,0
300,8.7,550,1,0,1,0,0,0,0,0,1,0,0
300,8.6,360,1,0,1,0,1,0,0,0,1,0,0
200,8.4,199,1,0,0,1,0,0,0,0,1,0,0
150,10.0,950,0,0,0,0,0,0,1,0,0,0,0
100,8.6,400,0,0,0,0,0,0,1,0,0,0,0
120,10.0,670,0,0,0,0,0,0,1,0,0,0,0
200,9.5,550,1,0,1,0,0,0,0,0,1,0,0
550,0.0,550,0,1,1,0,0,0,0,0,1,0,0
25,10.0,200,0,0,0,0,0,1,1,0,0,0,0
5000,0.0,1250,0,0,1,0,0,0,0,1,0,0,0
3000,0.0,800,0,0,1,1,0,0,0,1,0,0,0
